Relatório de Informações Cadastrais e Financeiras de Garantias;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Emissão: 14/09/2020 10:30;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Dívida: Externa - Interna;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar mutuário(s) por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;
Credor(es): Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar operação de crédito por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;
Posição: Diária;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Cálculo: Apropriação;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Referência: 13/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor;Proibido Honrar
CFA007783;12331;Hortolândia;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Infra-estrutura Urbana e Proteção de Áreas Naturais;17944.001368/2010-18;TA570345;09/04/2012;15/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,33%, Tranche Prevista 1: 100% Libor + 2,33%;USD;22.132.000,00;0;12.910.333,30;Não
CFA007786;12333;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Drenagem Urbana - DRENURB;17944.000672/2010-48;TA601654;14/05/2012;15/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,65%, Tranche Prevista 1: 100% Libor + 2,65%;USD;45.100.000,00;0;30.066.666,64;Não
CFA007788;12332;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa Nacional de Desenvolvimento do Turismo - PRODETUR Nacional Fortaleza;17944.000377/2011-72;TA603476;14/05/2012;15/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,65%, Tranche Prevista 1: 100% Libor + 2,65%;USD;50.000.000,00;0;33.333.333,36;Não
CFA007948;12336;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa Emergencial Rodoviário da Região Serrana;17944.000237/2012-85;TA621448;13/09/2012;15/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,55%, Tranche Prevista 1: 100% Libor + 2,55%;USD;100.000.000,00;0;41.583.513,11;Não
CFA007949;12335;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Melhorias e Implantação da Infraestrutura Viária - Pro-Vias;17944.000233/2012-05;TA621516;13/09/2012;15/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,6%, Tranche Prevista 1: 100% Libor + 2,6%;USD;319.675.000,00;0;128.405.815,72;Não
CFA007950;12343;Aparecida de Goiânia;Municípios;GO;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Reestruturação Viária da Bacia do Ribeirão de Santo Antonio de Aparecida de Goiânia;17944.000291/2011-40;TA618202;31/08/2012;15/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,65%, Tranche Prevista 1: 100% Libor + 2,65%;USD;35.000.000,00;0;23.333.333,36;Não
CFA007996;12339;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Projeto de Reforma e Adequação do Estádio do Maracanã para a Copa do Mundo 2014;17944.000493/2012-72;TA625605;22/11/2012;12/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,8%, Tranche Prevista 1: 100% Libor + 2,6%;USD;120.666.000,00;0;69.615.000,00;Não
CFA008002;12338;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa Obras Complementares do Arco Metropolitano;17944.000234/2012-41;TA625707;05/12/2012;15/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,8%, Tranche Prevista 1: 100% Libor + 2,6%;USD;200.000.000,00;0;112.732.360,99;Não
CFA008006;12337;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa Nacional de Desenvolvimento do Turismo - PRODETUR Nacional Manaus;17944.000061/2012-61;TA619612;13/11/2012;16/03/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,65%, Tranche Efetiva 2: 100% Libor + 2,65%, Tranche Prevista 1: 100% Libor + 2,65%;USD;21.512.846,00;0;10.536.947,97;Não
CFA008253;12311;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Transporte, Logística e Meio Ambiente;17944.000068/2013-64;TA648159;23/08/2013;31/12/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,65%, Tranche Prevista 1: 100% Libor + 2,65%;USD;200.000.000,00;0;138.086.590,34;Não
CFA008261;12310;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Programa de Valorização Turística do Litoral Oeste - PROINFTUR;17944.001309/2012-10;TA631197;28/08/2013;13/10/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,55%, Tranche Prevista 1: 100% Libor + 2,55%;USD;62.857.157,62;16.757.046,67;28.812.569,37;Não
CFA008262;12341;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Programa de Valorização Turística do Litoral Oeste - PROINFTUR;17944.001309/2012-10;XA631197;28/08/2013;13/10/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,55%, Tranche Prevista 1: 100% Libor + 2,55%;USD;49.142.842,38;4.806.252,77;27.710.368,51;Não
CFA008586;12622;Canoas;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa Integrado de Investimentos para Revitalização e Ampliação da Infraestrutura Urbana - Canoas para Todos;17944.001148/2013-37;TA684561;24/06/2014;31/12/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,55%, Tranche Prevista 1: 100% Libor + 2,55%;USD;50.000.000,00;0;33.333.333,32;Não
CFA008680;12342;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Sistema de Macrodrenagem do Rio Baquirivu-Guaçu;17944.000501/2013-61;TA672410;25/07/2014;13/10/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,4%, Tranche Prevista 1: 100% Libor + 2,4%;USD;204.000.000,00;158.965.870,93;37.681.851,36;Não
CFA008715;12316;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa Sócio-Ambiental dos Igarapés de Manaus - Igarapés do Bindá, SESC SHARP e São Sebastião - PROSAMIM;17944.000202/2013-27;TA665217;29/09/2014;06/02/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,35%, Tranche Prevista 1: 100% Libor + 2,35%;USD;52.500.000,00;0;8.827.024,94;Não
CFA008717;12312;Santa Catarina;Estados;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Integração Viária do Planalto Norte - PROVIAS-SC;17944.001335/2012-30;TA661566;26/08/2014;28/09/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,6%, Tranche Prevista 1: 100% Libor + 2,6%;USD;55.000.000,00;0;42.243.633,54;Não
CFA009477 - CFA009481;12346;Porto Alegre;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;Programa ORLA POA - Organicidade e Requalificação do Espaço Urbano, do Lazer, do Acesso e Mobilidade;17944.000819/2015-12;TA749573;10/08/2016;13/10/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,05%, Tranche Prevista 1: 100% Libor + 2,05%;USD;92.000.000,00;25.933.410,18;66.066.589,82;Não
CFA009728;12623;Niterói;Municípios;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;Programa Região Oceânica Sustentável - Pró-Sustentável;17944.001832/2014-08;TA753195;30/11/2016;13/10/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,95%, Tranche Prevista 1: 100% Libor + 1,95%;USD;100.000.000,00;55.680.626,03;44.319.373,97;Não
CFA009883;12411;Alagoinhas;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Totalmente Desembolsado;Programa de Requalificação Urbana, Ambiental e Promoção Social;17944.000164/2014-93;TA683176;17/05/2017;17/05/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2%, Tranche Prevista 1: 100% Libor + 2%;USD;11.500.000,00;0;11.500.000,00;Não
CFA010048 - CFA010051;12605;São Bernardo do Campo;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;Programa de Infraestrutura Urbana - PROINFRA;17944.000503/2016-01;TA782895;05/10/2017;05/10/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2%, Tranche Prevista 1: 100% Libor + 2%;USD;125.000.000,00;10.628.941,33;114.371.058,67;Não
CFA010131;12606;Taubaté;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;Programa de Melhoria da Mobilidade Urbana e Socioambiental;17944.000566/2015-79;TA767601;01/12/2017;01/12/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,85%, Tranche Prevista 1: 100% Libor + 1,85%;USD;60.000.000,00;6.093.423,84;53.906.576,16;Não
CFA010157;12624;Caxias do Sul;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;Programa de Desenvolvimento da Infraestrutura e dos Serviços Básicos II - PDI II;17944.000189/2015-78;TA759551;28/12/2017;13/10/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,95%, Tranche Prevista 1: 100% Libor + 1,95%;USD;33.000.000,00;24.589.240,56;8.410.759,44;Não
CFA010352 - CFA010356;12689;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Fortaleza - Cidade com Futuro;17944.000355/2014-55;TA722498;04/06/2018;04/06/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,75%, Tranche Prevista 1: 100% Libor + 1,75%;USD;83.250.000,00;56.806.998,34;26.443.001,66;Não
CFA010450;12718;Hortolândia;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Infraestrutura Urbana e Desenvolvimento Sustentável;17944.000580/2017-34;TA813982;05/09/2018;05/09/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,65%, Tranche Prevista 1: 100% Libor + 1,65%;USD;42.000.000,00;27.565.459,20;14.434.540,80;Não
CFA010491 - CFA010502;12723;Teresina;Municípios;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa De Desenvolvimento Urbano Integrado - Teresina Sustentável;17944.102108/2017-35;TA824225;28/09/2018;28/09/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,75%, Tranche Prevista 1: 100% Libor + 1,75%;USD;45.982.658,96;40.739.595,41;5.243.063,55;Não
CFA010505;12722;Sorocaba;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Ambiental e de Otimização Viária - Mobilidade Total;17944.001826/2014-42;TA756674;09/10/2018;09/10/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,65%, Tranche Prevista 1: 100% Libor + 1,65%;USD;70.000.000,00;68.240.438,00;1.759.562,00;Não
CFA010521 - CFA010552;12717;Caucaia;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Infraestrutura Integrada;17944.104820/2018-50;TA834629;17/10/2018;17/10/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,75%, Tranche Prevista 1: 100% Libor + 1,75%;USD;80.000.000,00;49.515.269,93;30.484.730,07;Não
CFA010569;12721;Sobral;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Desenvolvimento Socioambiental de Sobral - PRODESOL;17944.101413/2018-91;TA835631;14/11/2018;14/11/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,75%, Tranche Prevista 1: 100% Libor + 1,75%;USD;50.000.000,00;41.909.182,00;8.090.818,00;Não
CFA010634;12719;Maceió;Municípios;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Revitalização Urbana em Bairros de Maceió - Revitaliza Maceió;17944.001188/2016-21;TA834481;20/12/2018;20/12/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,75%, Tranche Prevista 1: 100% Libor + 1,75%;USD;70.000.000,00;60.826.106,00;9.173.894,00;Não
CFA010637 - CFA010639;12720;Salvador;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Requalificação Urbanística - PROQUALI;17944.101428/2018-59;TA827057;18/12/2018;18/12/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,75%, Tranche Prevista 1: 100% Libor + 1,75%;USD;60.700.000,00;38.263.837,86;22.436.162,14;Não
CFA010641 - CFA010686;12724;Palmas;Municípios;TO;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Requalificação Urbana Palmas para o Futuro;17944.100680/2017-60;TB022699;28/12/2018;28/12/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,7%, Tranche Prevista 1: 100% Libor + 1,7%;USD;60.870.000,00;48.555.903,00;12.314.097,00;Não
CFA010689 - CFA010690;12765;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Municípios Sustentáveis;17944.101797/2018-41;TA834612;19/02/2019;19/02/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,75%, Tranche Prevista 1: 100% Libor + 1,75%;USD;50.000.000,00;41.026.831,60;8.973.168,40;Não
CFA010812;12861;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Infraestrutura em Educação e Saneamento;17944.000186/2017-04;TA835770;06/06/2019;06/06/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,75%, Tranche Prevista 1: 100% Libor + 1,75%;USD;150.000.000,00;130.696.515,96;19.303.484,04;Não
CFA010824 - CFA010825;12862;Camaçari;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Integração e Desenvolvimento Urbano, Social e Ambiental;17944.109202/2018-04;TA839493;14/06/2019;14/06/2024;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,7%, Tranche Prevista 1: 100% Libor + 1,7%;USD;80.000.000,00;67.924.483,00;12.075.517,00;Não
CFA010938;12909;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Projeto Rede Metroferroviária de São Paulo - Implantação da Linha 17 - Ouro - Sistema Monotrilho - Trecho 1;17944.105836/2018-80;TA838033;07/10/2019;07/10/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,75%, Tranche Prevista 1: 100% Libor + 1,75%;USD;296.000.000,00;281.314.678,85;14.685.321,15;Não
CFA010973;12910;Contagem;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Sistema Integrado de Mobilidade;17944.109459/2018-58;TA841323;23/10/2019;23/10/2024;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,7%, Tranche Prevista 1: 100% Libor + 1,7%;USD;42.000.000,00;37.939.912,93;4.060.087,07;Não
CFA011008 - CFA011016;12913;Jacareí;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Desenvolvimento Urbano e Social (PRODUS);17944.109905/2018-24;TB024234;13/11/2019;13/11/2024;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,7%, Tranche Prevista 1: 100% Libor + 1,7%;USD;60.000.000,00;58.300.000,00;1.700.000,00;Não
CFA011022 - CFA011024;12915;Belo Horizonte;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Governo e do Orçamento;17944.102626/2018-30;TA842060;22/11/2019;22/11/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,7%, Tranche Prevista 1: 100% Libor + 1,7%;USD;82.500.000,00;80.748.700,00;1.751.300,00;Não
CFA011054;12917;Aparecida de Goiânia;Municípios;GO;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Reestruturação Viária na Bacia do Ribeirão Santo Antônio de Aparecida de Goiânia II;17944.103797/2018-86;TA844332;12/12/2019;12/12/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,7%, Tranche Prevista 1: 100% Libor + 1,7%;USD;35.000.000,00;34.500.000,00;500.000,00;Não
CFA011060;12919;Araguaína;Municípios;TO;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Projeto de Saneamento Integrado;17944.108542/2018-18;TA839588;30/12/2019;30/12/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,7%, Tranche Prevista 1: 100% Libor + 1,7%;USD;54.900.000,00;50.905.015,66;3.994.984,34;Não
CFA011063;12918;Santo André;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Sanear Santo André - SANEASA;17944.102808/2019-91;TB031265;30/12/2019;30/12/2024;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,7%, Tranche Prevista 1: 100% Libor + 1,7%;USD;50.000.000,00;48.630.000,00;1.370.000,00;Não
CFA011220 - CFA011218;13085;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Estrutura Alagoas. Lei nº 7.903, de 21/07/2017 e alterações;17944.103439/2019-54;TB033117;06/05/2020;06/05/2025;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,7%;USD;136.230.000,00;136.230.000,00;0;Não
Credit Suisse - CSBRA20140800329;12615;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;CREDIT SUISSE-BRASIL;Credores Privados;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;PRODES-Programa de Desenvolvimento Socioambiental;17944.000506/2014-75;2;11/09/2014;31/01/2018;IPCA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 10%, Tranche Prevista 1: 10%;R$;600.000.000,00;0;674.027.866,67;Não
Credit Suisse - MU57/2014;12614;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;CREDIT SUISSE-BRASIL;Credores Privados;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;PROSUT - Programa de Suporta à Política de Transporte;17944.000504/2014-86;1;29/08/2014;31/01/2018;IPCA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 10,0848%, Tranche Prevista 1: 10,0848%;R$;450.000.000,00;0;504.967.385,09;Não
CreditSuisse-MG/2012;12227;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;CREDIT SUISSE;Credores Privados;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Reestruturação da Dívida CRC-CEMIG;17944.000458/2012-53;TA627865;28/12/2012;01/01/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 5,216438%, Tranche Prevista 1: 5,216438%;USD;1.300.000.000,00;0;1.016.000.000,00;Não
