Relatório de Informações Cadastrais e Financeiras de Garantias;;;;;;;;;;;;;;;;;;;;;;;;
Data de Emissão: 20/05/2020 11:10;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Dívida: Interna - Externa;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar mutuário(s) por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;
Credor(es): Não Informado;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar operação de crédito por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;
Posição: Diária;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Cálculo: Apropriação;;;;;;;;;;;;;;;;;;;;;;;;
Data de Referência: 30/04/2020;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor
CAIXA - 20190058;12778;Sonora;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Pró-Transporte. Lei municipal nº 832, de 3 de julho de 2018;17944.108926/2018-22;50343054;07/03/2019;08/11/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;5.000.000,00;4.399.645,51;598.251,91
CAIXA - 20190062;12771;Santa Vitória;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Saneamento para Todos. Lei nº 3.204, de 17/10/18;17944.109975/2018-82;50548909;15/02/2019;15/02/2021;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;21.624.188,90;21.624.188,90;0
CAIXA - 20190064;12772;Massaranduba;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Lei municipal nº 1.948, de 9 de outubro de 2018;17944.110225/2018-53;50127975;03/04/2019;03/06/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;4.897.085,06;1.934.098,40;2.962.986,66
CAIXA - 20190066;12774;Ponta Porã;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Programa Pró-Transporte. Lei municipal nº 4.360, de 10 de agosto de 2018;17944.109676/2018-48;50218897;11/03/2019;02/09/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;12.170.629,40;3.258.963,25;8.893.690,58
CAIXA - 20190068;12779;Jaquirana;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Lei municipal nº 1.333, de 3 de julho de 2018;17944.100485/2019-00;51452960;23/04/2019;10/06/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;2.414.552,77;2.414.552,77;0
CAIXA - 20190070;12780;Caarapó;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Pró-Transporte. Lei municipal nº 1.351, de 26 de junho de 2018;17944.109031/2018-13;50406331;16/04/2019;08/06/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;7.132.582,19;7.018.739,79;113.842,40
CAIXA - 20190072;12866;Caarapó;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Programa Pró-Transporte - Lei Municipal nº 1.351, de 26 de junho de 2018;17944.109074/2018-91;50406445;16/04/2019;08/06/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;7.641.778,85;7.492.305,30;149.473,55
CAIXA - 20190077;12802;Timbó;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Lei Municipal nº 2.997, de 11 de setembro de 2018;17944.100176/2019-21;50141188;13/05/2019;07/06/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;15.000.000,00;13.530.570,87;1.469.429,13
CAIXA - 20190079;12782;Prudentópolis;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Pró-Transporte. Lei municipal nº 2.313, de 23 de maio de 2018;17944.109627/2018-13;50414959;16/04/2019;01/06/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;10.000.000,00;4.734.412,10;5.265.587,89
CAIXA - 20190081;12781;Garça;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Saneamento para Todos. Lei nº 5.234, de 28 de junho de 2018;17944.108281/2018-28;50595330;22/03/2019;06/10/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;2.922.370,77;2.922.370,77;0
CAIXA - 20190085;12833;Passos Maia;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Realização de Obras de Qualificação Viária . Lei nº 809/2018, de 17/07/2018.;17944.110032/2018-01;50253376;14/06/2019;15/06/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;2.066.985,19;1.753.638,38;313.346,81
CAIXA - 20190087;12836;Bom Jesus;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Pró-Transporte - Obras de qualificação viária.;17944.100135/2019-35;50126177;14/06/2019;06/07/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;1.965.550,00;1.108.456,04;857.093,96
CAIXA - 20190091;12841;Concórdia;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Lei Municipal nº 5.027, de 13 de dezembro 2017.;17944.101326/2019-14;50086668;13/06/2019;29/05/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;2.990.883,24;2.822.389,42;168.493,82
CAIXA - 20190093;12923;Alto Feliz;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Progama Pró-Transporte. Execução de Obras de Qualificação Viária no Município;17944.100961/2019-84;50294118;28/06/2019;30/06/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;3.346.768,18;3.346.768,18;0
CAIXA - 20190095;12933;Vale Real;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Execução de Investimentos de Pavimentação e Qualificação Viária;17944.100997/2019-68;50232779;01/07/2019;01/07/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;1.909.901,22;1.696.925,37;212.975,85
CAIXA - 20190100;12867;Aquidauana;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Lei Municipal nº 2.603, de 21 de dezembro de 2018;17944.101425/2019-04;50219038;21/08/2019;03/03/2021;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;15.000.000,00;15.000.000,00;0
CAIXA - 20190102;12934;Itá;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Obras de qualificação viária;17944.101354/2019-31;50280676;28/06/2019;28/06/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;1.754.398,06;1.754.398,06;0
CAIXA - 20190104;12891;Mineiros;Municípios;GO;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Lei Municipal nº 1.859, de 10 de agosto de 2018;17944.109005/2018-87;50196583;07/06/2019;10/06/2021;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;12.409.709,45;8.003.079,95;4.406.629,50
CAIXA - 20190106;12876;Tio Hugo;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte - Execução de obras/serviços. Lei nº 979, de 13 de março de 2018.;17944.100917/2019-74;50537084;14/08/2019;30/09/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;1.166.167,00;898.881,09;267.285,91
CAIXA - 20190108;12878;Entre Rios;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Lei Municipal nº 739, de 13 de dezembro de 2018;17944.109675/2018-01;50284988;30/07/2019;30/05/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;1.049.142,00;862.661,34;186.480,66
CAIXA - 20190110;12877;Ivinhema;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte - Lei Municipal nº 1.660, de 23 de janeiro de 2019.;17944.102066/2019-02;50406551;12/09/2019;30/09/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;5.388.826,91;5.388.826,91;0
CAIXA - 20190112;12935;São Gabriel do Oeste;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Pavimentação asfáltica e drenagem de aguas pluviais em vias urbanas do bairro Primo Maffissoni;17944.110245/2018-24;51319518;10/09/2019;10/09/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;4.999.763,91;4.999.763,91;0
CAIXA - 20190116;12926;Schroeder;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Progama Pró-Transporte. Obras de Qualificação Viária no Município;17944.101729/2019-63;50136308;28/08/2019;28/06/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;4.750.000,00;4.707.847,97;42.152,03
CAIXA - 20190118;12879;Tapejara;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Lei nº 4.288, de 06/11/18;17944.102190/2019-60;50402349;09/08/2019;31/08/2022;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;14.232.697,72;8.426.612,13;5.806.085,59
CAIXA - 20190120;12936;Araquari;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Empreendimentos de mobilidade urbana no município;17944.101916/2019-47;50226319;16/09/2019;16/07/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;14.249.743,86;13.612.610,29;637.133,57
CAIXA - 20190122;12931;Costa Rica;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Saneamento para Todos. Ampliação do Sistema de Esgotamento Sanitário;17944.102275/2019-48;52148371;12/09/2019;12/09/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;19.988.246,93;18.824.694,97;1.163.551,96
CAIXA - 20190124;12932;Castro;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Pavimentação de Vias Urbanas;17944.102139/2019-58;50328594;26/09/2019;26/09/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;6.493.743,72;6.493.743,72;0
CAIXA - 20190126;12924;Campinas das Missões;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Progama Pró-Transporte. Obras de Qualificação Viária no Município;17944.101497/2019-43;50584172;26/06/2019;26/03/2021;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;1.598.040,88;1.438.236,88;159.804,00
CAIXA - 20190130;12892;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Financiamento à Infraestrutura e ao Saneamento - FINISA. Lei nº 2.462, de 19/06/19;17944.102422/2019-80;53057800;18/10/2019;06/02/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 119% CDI Juros + 0%, Tranche Prevista 1: 119% CDI Juros + 0%;R$;350.000.000,00;116.666.666,63;233.333.333,37
CAIXA - 20190138;12921;Rio Branco;Municípios;AC;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Financiamento à Infraestrutura do parque de iluminação pública. Leis nº 68, de 19/07/19 e nº 70, de 10/09/19.;17944.103145/2019-22;53050416;13/11/2019;11/06/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 119% CDI Juros + 0%, Tranche Prevista 1: 119% CDI Juros + 0%;R$;48.000.000,00;24.000.000,00;24.000.000,00
CAIXA - 20190140;12925;Cariacica;Municípios;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Financiamento à Infraestrutura e ao Saneamento (FINISA);17944.102454/2019-85;52874923;04/11/2019;04/06/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 117% CDI Juros + 0%, Tranche Prevista 1: 117% CDI Juros + 0%;R$;40.000.000,00;26.666.667,00;13.333.333,00
CAIXA - 20190142;12920;Goiânia;Municípios;GO;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 10.409, de 22/10/19.;17944.104036/2019-22;52911583;29/11/2019;28/05/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 117,4% CDI Juros + 0%, Tranche Prevista 1: 117,4% CDI Juros + 0%;R$;780.000.000,00;650.000.000,00;130.000.000,00
CAIXA - 20190146;12922;Salvador;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 9.491, de 18/10/19.;17944.104129/2019-57;53205631;12/12/2019;11/06/2020;;Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 2: 117% CDI Juros + 0%, Tranche Prevista 1: 117% CDI Juros + 0%;R$;104.100.000,00;84.290.000,00;7.627.700,58
CAIXA - 2019089;12846;Concórdia;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte - obras de infraestrutura para não motorizados;17944.101316/2019-89;50099072;13/06/2019;13/06/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;1.795.080,66;1.704.908,99;90.171,67
CAIXA - 20200150;12951;Muriaé;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 5.912, de 25/10/19;17944.104182/2019-58;52565095;19/03/2020;19/06/2020;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 117% CDI Juros + 0%;R$;50.000.000,00;50.000.000,00;0
CAIXA - 20200152;12952;Boa Vista;Municípios;RR;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Financiamento à Infraestrutura e ao Saneamento. Lei Municipal nº 2.021, de 02/10/19;17944.103992/2019-97;53001263;06/03/2020;06/06/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 116,5% CDI Juros + 0%, Tranche Prevista 1: 116,5% CDI Juros + 0%;R$;32.000.000,00;24.000.000,00;8.000.000,00
CAIXA - 20200154;12957;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Financiamento à Infraestrutura e ao Saneamento;17944.104052/2019-15;51006033;04/03/2020;04/06/2020;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 117% CDI Juros + 0%;R$;537.322.634,96;537.322.634,96;0
CAIXA - 20200160;12976;Piraquara;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Financiamento à Infraestrutura e ao Saneamento. Leis nº 1.943, de 19/07/2019, e nº 1.973, de 11/11/2019;17944.104445/2019-29;53085123;18/03/2020;18/06/2020;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 117% CDI Juros + 0%;R$;25.000.000,00;25.000.000,00;0
CAIXA - 20200162;12971;Ubaíra;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Financiamento à Infraestrutura e ao Saneamento;17944.103979/2019-38;53283007;04/03/2020;04/06/2020;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 117,2% CDI Juros + 0%;R$;8.000.000,00;8.000.000,00;0
CAIXA - 20200164;12981;Barracão;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Financiamento à Infraestrutura e ao Saneamento. Leis nº 2.240, de 17/10/2019, nº 2.246, de 25/11/2019 e nº 2.260, de 10/03/2020;17944.104538/2019-53;53509137;16/04/2020;16/07/2020;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 117% CDI Juros + 0%;R$;3.300.000,00;3.300.000,00;0
CAIXA - 20200170;12983;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Financiamento à Infraestrutura e ao Saneamento - Sustenta Alagoas. Lei nº 8.183, de 29/10/2019;17944.100580/2020-39;53195485;08/04/2020;08/07/2020;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 112% CDI Juros + 0%;R$;177.000.000,00;177.000.000,00;0
CFA004591;12306;Canoas;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;Projeto de Macrodrenagem, Recuperação Ambiental e Desenvolvimento Urbano - Fase I;17944.000974/2007-11;;28/12/2007;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,9%, Tranche Prevista 1: 100% Libor + 0,9%;USD;15.076.500,00;0;0
CFA004625;12313;Feira de Santana;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;Projeto de Integração Urbana;17944.000886/2007-19;;15/02/2008;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,9%, Tranche Prevista 1: 100% Libor + 0,9%;USD;11.737.000,00;0;0
CFA005034;12317;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Infra-Estrutura Urbana e Ambiental;17944.000823/2008-43;TA464837;07/10/2008;05/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,35%, Tranche Prevista 1: 100% Libor + 1,35%;USD;75.000.000,00;0;21.987.196,12
CFA005041;12318;Sorocaba;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;Programa Ambiental e de Integração Social do Município de Sorocaba;17944.001512/2007-11;;08/09/2008;05/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,9%, Tranche Prevista 1: 100% Libor + 0,9%;USD;42.790.000,00;0;0
CFA005614;12307;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Infraestrutura Rodoviária;17944.000541/2008-46;TA474465;08/07/2009;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,05%, Tranche Prevista 1: 100% Libor + 1,05%;USD;85.000.000,00;0;32.534.086,86
CFA005978;12308;Caxias do Sul;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Desenvolvimento da Infraestrutura Municipal e Serviços Básicos;17944.001572/2008-14;TA501110;14/12/2009;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,35%, Tranche Prevista 1: 100% Libor + 2,35%;USD;28.800.000,00;0;12.000.000,20
CFA006271;12322;Paraíba;Estados;PB;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Pavimentação e Recuperação de Rodovias - Novos Caminhos;17944.001238/2008-61;TA503709;26/04/2010;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,4%, Tranche Prevista 1: 100% Libor + 2,4%;USD;100.000.000,00;0;57.142.857,16
