Relatório de Informações Cadastrais e Financeiras de Garantias
Data de Emissão: 13/01/2022 08:16
Tipo de Dívida: Interna - Externa
Selecionar mutuário(s) por: Não Informado
Credor(es): Não Informado
Selecionar operação de crédito por: Não Informado
Posição: Diária
Tipo de Cálculo: Apropriação
Data de Referência: 31/12/2021

Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor;Proibido Honrar;Honra no Vencimento
CAIXA - 20200170;12983;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento - Sustenta Alagoas. Lei nº 8.183, de 29/10/2019";17944.100580/2020-39;53195485;08/04/2020;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 112% CDI Juros + 0%, Tranche Prevista 1: 112% CDI Juros + 0%;R$;177.000.000,00;8.850.000,00;157.801.587,33;Não;Não
CAIXA - 20200172;12988;Doutor Pedrinho;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 911, de 04/11/2019";17944.100508/2020-10;53292547;17/04/2020;07/12/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 117,07% CDI Juros + 0%, Tranche Prevista 1: 117,07% CDI Juros + 0%;R$;2.500.000,00;0,00;2.312.477,87;Não;Não
CAIXA - 20200174;12987;Jiquiriçá;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 287, de 06/05/2019";17944.104267/2019-36;53282752;04/03/2020;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 117,2% CDI Juros + 0%, Tranche Prevista 1: 117,2% CDI Juros + 0%;R$;5.500.000,00;275.000,00;4.789.583,36;Não;Não
CAIXA - 20200178;12996;Pomerode;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Leis nº 2.987, de 27/04/2018, nº 2.998, de 29/06/2018, e nº 3.070, de 04/12/2019";17944.100845/2020-07;53533460;29/04/2020;31/12/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 117% CDI Juros + 0%, Tranche Prevista 1: 117% CDI Juros + 0%;R$;15.000.000,00;0,00;13.813.932,08;Não;Não
CAIXA - 20200180;12997;Candeias;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 1.221, de 31/10/2019";17944.104423/2019-69;53230323;08/04/2020;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 117% CDI Juros + 0%, Tranche Prevista 1: 117% CDI Juros + 0%;R$;45.500.000,00;38.523.628,46;6.642.005,87;Não;Não
CAIXA - 20200182;12998;Guarda-Mor;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 1.241, de 10/10/2019";17944.104082/2019-21;53131989;15/05/2020;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 117,15% CDI Juros + 0%, Tranche Prevista 1: 117,15% CDI Juros + 0%;R$;4.500.000,00;212.257,55;3.724.557,28;Não;Não
CAIXA - 20200185;12999;Ituiutaba;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Leis nº 4.666, de 19/07/2019, e nº 4.683, de 23/10/2019";17944.104099/2019-89;52851836;17/04/2020;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 117% CDI Juros + 0%, Tranche Prevista 1: 117% CDI Juros + 0%;R$;22.000.000,00;700.000,00;19.966.666,64;Não;Não
CAIXA - 20200187;13006;Água Doce;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 2.721, de 22/10/2019";17944.104568/2019-60;53349891;23/03/2020;08/05/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118,47% CDI Juros + 0%, Tranche Prevista 1: 118,47% CDI Juros + 0%;R$;5.000.000,00;0,00;4.583.333,30;Não;Não
CAIXA - 20200189;13183;Sorocaba;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa Saneamento para Todos. Lei nº 11.748, de 17/07/2018";17944.108110/2018-07;50527184;11/12/2020;12/02/2022;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;81.927.397,16;63.042.475,28;18.559.951,32125048;Não;Não
CAIXA - 20200191;13008;Roca Sales;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Leis nº 1.800, de 20/08/2019, e nº 1.813, de 29/10/2019";17944.104739/2019-51;53065219;09/03/2020;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 117% CDI Juros + 0%, Tranche Prevista 1: 117% CDI Juros + 0%;R$;2.500.000,00;0,44;2.301.194,53;Não;Não
CAIXA - 20200197;13015;Santa Helena;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 1.031, de 22/10/2019";17944.100222/2020-26;53159752;20/05/2020;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118,49% CDI Juros + 0%, Tranche Prevista 1: 118,49% CDI Juros + 0%;R$;1.500.000,00;515.847,59;928.558,36;Não;Não
CAIXA - 20200199;13016;Camocim;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 1.486, de 02/12/2019";17944.100846/2020-43;53422172;18/06/2020;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 117% CDI Juros + 0%, Tranche Prevista 1: 117% CDI Juros + 0%;R$;21.000.000,00;2.532.706,48;17.441.332,76;Sim;Não
CAIXA - 20200209;13026;Itá;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 2.609, de 20/12/2019";17944.100528/2020-82;52716008;21/05/2020;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118,46% CDI Juros + 0%, Tranche Prevista 1: 118,46% CDI Juros + 0%;R$;2.000.000,00;88.852,93;1.792.125,12;Não;Não
CAIXA - 20200215;13187;Ponta Porã;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa Pró-Transporte. Obras de qualificação viária. Lei nº 4.434, de 29/05/2020";17944.102488/2020-11;51841817;14/10/2020;12/02/2022;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;7.829.370,60;669.468,45;7.132.819,494335036;Não;Não
CAIXA - 20200216;13048;Paty do Alferes;Municípios;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 2.640, de 13/12/2019";17944.101568/2020-41;52560319;10/06/2020;06/02/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118,62% CDI Juros + 0%, Tranche Prevista 1: 118,62% CDI Juros + 0%;R$;1.500.000,00;0,00;1.416.666,66;Não;Não
CAIXA - 20200218;13046;Pinheiro Preto;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 2.098, de 24/10/2019";17944.104801/2019-12;53046985;13/04/2020;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118,65% CDI Juros + 0%, Tranche Prevista 1: 118,65% CDI Juros + 0%;R$;1.900.000,00;95.000,00;1.687.629,72;Não;Não
CAIXA - 20200222;13049;Timbó;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 3.080, de 19/09/2019";17944.101322/2020-70;52933321;21/07/2020;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118,07% CDI Juros + 0%, Tranche Prevista 1: 118,07% CDI Juros + 0%;R$;10.000.000,00;500.000,00;9.103.475,13;Não;Não
CAIXA - 20200224;13058;São Caetano do Sul;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 17, de 31/10/2019";17944.104854/2019-25;53235778;18/06/2020;08/01/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 117,4% CDI Juros + 0%, Tranche Prevista 1: 117,4% CDI Juros + 0%;R$;54.000.000,00;0,00;51.392.547,07;Não;Não
CAIXA - 20200226;13059;Barrocas;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 393, de 25/07/2019, e alterações";17944.104097/2019-90;53105166;09/03/2020;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 117,2% CDI Juros + 0%, Tranche Prevista 1: 117,2% CDI Juros + 0%;R$;9.080.000,00;4.540.004,00;4.114.371,37;Não;Não
CAIXA - 20200228;13079;Maratá;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 1.914, de 09/01/2020";17944.101312/2020-34;53287769;19/06/2020;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118,54% CDI Juros + 0%, Tranche Prevista 1: 118,54% CDI Juros + 0%;R$;2.400.000,00;120.000,00;2.162.754,83;Não;Não
CAIXA - 20200230;13092;Ponte Nova;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 4.277, de 05/07/2019, e alterações";17944.100119/2020-86;52915806;28/04/2020;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 117% CDI Juros + 0%, Tranche Prevista 1: 117% CDI Juros + 0%;R$;28.500.000,00;19.092.417,93;8.955.659,20;Não;Não
CAIXA - 20200232;13137;Rio do Campo;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 2.293, de 13/11/2019";17944.100460/2020-31;53247721;27/05/2020;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118,81% CDI Juros + 0%, Tranche Prevista 1: 118,81% CDI Juros + 0%;R$;1.350.000,00;826.000,00;490.037,05;Não;Não
CAIXA - 2020152;13157;Veranópolis;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa Pró-Transporte. Obras de Qualificação Viária. Lei nº 7.203, de 07/08/2018, e alterações";17944.101359/2020-06;51253612;27/08/2020;12/02/2022;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;2.673.056,97;2.451.312,11;220.996,4122511408;Não;Não
CAIXA - 2020185;13182;Sorocaba;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa Saneamento para Todos. Redução e Controle de Perdas. Lei nº 11.747, de 17/07/2018";17944.108106/2018-31;50527301;11/12/2020;12/02/2022;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;26.600.000,00;25.397.798,59;1.183.007,25776634;Não;Não
CAIXA - 20210016;13260;Camboriú;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 3.210, de 11/12/2019";17944.103342/2020-85;54322275;27/05/2021;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 119,24% CDI Juros + 0%, Tranche Prevista 1: 119,24% CDI Juros + 0%;R$;2.000.000,00;1.250.379,31;749.620,69;Não;Não
CAIXA - 20210019;13245;Osório;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 6.322, de 12/11/2019";17944.104742/2019-74;52296189;28/05/2021;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 117,47% CDI Juros + 0%, Tranche Prevista 1: 117,47% CDI Juros + 0%;R$;20.000.000,00;8.482.286,55;11.395.197,75;Não;Não
CAIXA - 20210022;13261;Sidrolândia;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa Pró-Transporte. Obras de pavimentação asfáltica e drenagem. Lei nº 1.924, de 08/06/2018, e alterações";17944.103248/2020-26;51401110;28/05/2021;12/02/2022;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;13.168.000,00;13.160.683,06;7.262,912849396555;Não;Não
CAIXA - 20210033;13276;Guarujá do Sul;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Infraestrutura do Loteamento Industrial Alcides Volkweis. Lei nº 2.696, de 16/12/2020, e alterações";17944.100342/2021-12;55268785;17/06/2021;31/12/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 113% CDI Juros + 0%, Tranche Prevista 1: 113% CDI Juros + 0%;R$;2.000.000,00;1.500.000,00;500.000,00;Não;Não
CAIXA - 20210045;13305;Feira de Santana;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 3.984, de 03/12/2019";17944.102788/2020-92;52894273;10/11/2021;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 117% CDI Juros + 0%, Tranche Prevista 1: 117% CDI Juros + 0%;R$;30.000.000,00;15.000.000,00;15.000.000,00;Não;Não
CAIXA - 20210046;13303;Goiatuba;Municípios;GO;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa Pró-Transporte. Obras de Construção e Qualificação Viária. Lei nº 3.156, de 19/06/2020";17944.103923/2020-17;51491877;29/07/2021;29/07/2022;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;13.817.270,44;13.817.270,44;0,00;Não;Não
CAIXA - 20210049;13300;Ponta Porã;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Obras de Pavimentação Asfáltica e Drenagem de Águas Pluviais. Lei nº 4.455, de 27/05/2021";17944.102163/2021-10;55838014;25/10/2021;12/02/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 107,54% CDI Juros + 0%;R$;23.700.000,00;23.700.000,00;0,00;Não;Não
CAIXA - 20210053;13322;Relvado;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Financiamento destinado à Infraestrutura Urbana e Aquisição de Equipamento Asfáltico. Lei nº 1.665, de 07/04/2021.";17944.102059/2021-17;55598566;15/10/2021;12/02/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 116,41% CDI Juros + 0%;R$;1.500.000,00;1.500.000,00;0,00;Não;Não
CAIXA - 20210059;13308;Mata;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Financiamento à Infraestrutura e ao Saneamento. Financiamento Despesas de Capital. Lei  nº 1.820, de 26/05/2020 e alterações.";17944.102019/2021-75;55666736;19/11/2021;31/12/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 114,19% CDI Juros + 0%;R$;1.700.000,00;1.700.000,00;0,00;Não;Não
CAIXA - 20210068;13304;Jaraguá do Sul;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Pavimentação de Vias, Recapeamento de Vias e Construção de Pontes. Lei nº 8.616, de 19/04/2021";17944.101963/2021-13;55602010;26/10/2021;12/02/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 108,51% CDI Juros + 0%;R$;100.000.000,00;100.000.000,00;0,00;Não;Não
CAIXA - 20210071;13315;Barra do Guarita;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Obras de Pavimentação. Lei nº 1.682, de 20/04/2021";17944.101900/2021-59;55794845;23/11/2021;31/12/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 116% CDI Juros + 0%;R$;1.500.000,00;1.500.000,00;0,00;Não;Não
CAIXA - 20210091;13314;Virmond;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Obras em Infraestrutura Urbana e Habitação de Interesse Social. Lei nº 543, de 21/05/2021";17944.102234/2021-76;55807622;10/12/2021;31/12/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 112,55% CDI Juros + 0%, Tranche Prevista 1: 112,55% CDI Juros + 0%;R$;2.000.000,00;1.000.000,00;1.000.000,00;Não;Não
CAIXA - 20210099;13326;Itacurubi;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Pavimentação no Perímetro Urbano. Lei nº 1.850, de 24/06/2021 e alterações.";17944.102622/2021-57;55813311;09/12/2021;11/03/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 112,72% CDI Juros + 0%;R$;2.300.000,00;2.300.000,00;0,00;Não;Não
CAIXA - 20210107;13316;Antônio Prado;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Aplicação em Despesa de Capital. Lei nº 3424, de 08/10/2021.";17944.103684/2021-86;59988913;08/12/2021;08/03/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 110,92% CDI Juros + 0%;R$;12.000.000,00;12.000.000,00;0,00;Não;Não
CAIXA - 20210114;13321;Pinhalzinho;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Financiamento destinado à Construção de Casas e Infraestrutura. Lei nº 2.713, de 31/05/2021.";17944.103078/2021-61;55807403;09/12/2021;11/03/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 110,94% CDI Juros + 0%;R$;9.380.000,00;9.380.000,00;0,00;Não;Não
CAIXA - 20210116;13324;São Bento do Sul;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa FINISA. Obras de Execução de Pavimentação Viária. Lei nº 4.205, de 02/01/2020.";17944.104699/2020-81;52563711;10/12/2021;12/03/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 109,94% CDI Juros + 0%;R$;13.000.000,00;13.000.000,00;0,00;Não;Não
CAIXA - 20210128;13317;Porto Nacional;Municípios;TO;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Financiamento à Infraestrutura e ao Saneamento - FINISA. Lei nº 2458, de 30/12/2019.";17944.101730/2020-21;53543693;27/12/2021;31/12/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 111,52% CDI Juros + 0%;R$;15.000.000,00;15.000.000,00;0,00;Não;Não
CAIXA - 20210129;13328;Marau;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Aquisição de Veículos, Máquinas e Equipamentos.  Lei nº 5.796, de 28/05/2021.";17944.103456/2021-14;59904834;16/12/2021;18/03/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 102% CDI Juros + 0%;R$;4.000.000,00;4.000.000,00;0,00;Não;Não
CAIXA - 20210130;13318;Cariacica;Municípios;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Financiamento à Infraestrutura e ao Saneamento - FINISA. Lei nº 6183, de 08/07/2021.";17944.102710/2021-59;59830206;20/12/2021;20/03/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 109% CDI Juros + 0%, Tranche Prevista 1: 109% CDI Juros + 0%;R$;80.000.000,00;53.333.333,33;26.666.666,67;Não;Não
CAIXA - 20210142;13327;Paraíso;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Aquisição e Máquinas, Implementos Industriais e Pavimentação Asfáltica.  Lei nº 1.551, de 02/07/2021.";17944.103076/2021-71;55738090;27/12/2021;29/03/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 112,01% CDI Juros + 0%;R$;3.000.000,00;3.000.000,00;0,00;Não;Não
