Relatório de Informações Cadastrais e Financeiras de Garantias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Emissão: 11/05/2022 09:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Dívida: Interna - Externa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar mutuário(s) por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Credor(es): Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar operação de crédito por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Posição: Diária;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Cálculo: Apropriação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Referência: 30/04/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Modalidade de Contratação;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Encargos;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor;Proibido Honrar;Honra no Vencimento;Contrato RRF
CAIXA - 20210045;13305;Feira de Santana;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando e Amortizando;Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 3.984, de 03/12/2019;17944.102788/2020-92;52894273;10/11/2021;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 117% CDI Juros + 0%, Tranche Efetiva 1: 117% CDI Juros + 0%;;R$;30.000.000,00;15.000.000,00;14.375.000,00;Não;Não;Não
CAIXA - 20210046;13303;Goiatuba;Municípios;GO;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna PRICE;Desembolsando;Programa Pró-Transporte. Obras de Construção e Qualificação Viária. Lei nº 3.156, de 19/06/2020;17944.103923/2020-17;51491877;29/07/2021;29/07/2022;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;Tranche Prevista 1: 2,3%;R$;13.817.270,44;13.817.270,44;0;Não;Não;Não
CAIXA - 20210049;13300;Ponta Porã;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Obras de Pavimentação Asfáltica e Drenagem de Águas Pluviais. Lei nº 4.455, de 27/05/2021;17944.102163/2021-10;55838014;25/10/2021;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 107,54% CDI Juros + 0%, Tranche Efetiva 1: 107,54% CDI Juros + 0%;;R$;23.700.000,00;19.750.000,00;3.950.000,00;Não;Não;Não
CAIXA - 20210053;13322;Relvado;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Programa de Financiamento destinado à Infraestrutura Urbana e Aquisição de Equipamento Asfáltico. Lei nº 1.665, de 07/04/2021.;17944.102059/2021-17;55598566;15/10/2021;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 116,41% CDI Juros + 0%, Tranche Efetiva 1: 116,41% CDI Juros + 0%;;R$;1.500.000,00;500.000,00;1.000.000,00;Não;Não;Não
CAIXA - 20210059;13308;Mata;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Programa de Financiamento à Infraestrutura e ao Saneamento. Financiamento Despesas de Capital. Lei  nº 1.820, de 26/05/2020 e alterações.;17944.102019/2021-75;55666736;19/11/2021;31/12/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 114,19% CDI Juros + 0%;;R$;1.700.000,00;1.700.000,00;0;Não;Não;Não
CAIXA - 20210068;13304;Jaraguá do Sul;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Pavimentação de Vias, Recapeamento de Vias e Construção de Pontes. Lei nº 8.616, de 19/04/2021;17944.101963/2021-13;55602010;26/10/2021;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 108,51% CDI Juros + 0%, Tranche Efetiva 1: 108,51% CDI Juros + 0%;;R$;100.000.000,00;87.500.000,00;12.500.000,00;Não;Não;Não
CAIXA - 20210071;13315;Barra do Guarita;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Obras de Pavimentação. Lei nº 1.682, de 20/04/2021;17944.101900/2021-59;55794845;23/11/2021;31/12/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 116% CDI Juros + 0%, Tranche Efetiva 1: 116% CDI Juros + 0%;;R$;1.500.000,00;1.300.000,00;200.000,00;Não;Não;Não
CAIXA - 20210091;13314;Virmond;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Obras em Infraestrutura Urbana e Habitação de Interesse Social. Lei nº 543, de 21/05/2021;17944.102234/2021-76;55807622;10/12/2021;31/12/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 112,55% CDI Juros + 0%, Tranche Efetiva 1: 112,55% CDI Juros + 0%;;R$;2.000.000,00;1.000.000,00;1.000.000,00;Não;Não;Não
CAIXA - 20210099;13326;Itacurubi;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Programa de Pavimentação no Perímetro Urbano. Lei nº 1.850, de 24/06/2021 e alterações.;17944.102622/2021-57;55813311;09/12/2021;10/06/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 112,72% CDI Juros + 0%;;R$;2.300.000,00;2.300.000,00;0;Não;Não;Não
CAIXA - 20210107;13316;Antônio Prado;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Aplicação em Despesa de Capital. Lei nº 3424, de 08/10/2021.;17944.103684/2021-86;59988913;08/12/2021;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 110,92% CDI Juros + 0%, Tranche Efetiva 1: 110,92% CDI Juros + 0%;;R$;12.000.000,00;10.100.000,00;1.900.000,00;Não;Não;Não
CAIXA - 20210114;13321;Pinhalzinho;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Programa de Financiamento destinado à Construção de Casas e Infraestrutura. Lei nº 2.713, de 31/05/2021.;17944.103078/2021-61;55807403;09/12/2021;10/06/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 110,94% CDI Juros + 0%;;R$;9.380.000,00;9.380.000,00;0;Não;Não;Não
CAIXA - 20210116;13324;São Bento do Sul;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Programa FINISA. Obras de Execução de Pavimentação Viária. Lei nº 4.205, de 02/01/2020.;17944.104699/2020-81;52563711;10/12/2021;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 109,94% CDI Juros + 0%, Tranche Efetiva 1: 109,94% CDI Juros + 0%;;R$;13.000.000,00;9.750.000,00;3.250.000,00;Não;Não;Não
CAIXA - 20210128;13317;Porto Nacional;Municípios;TO;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando e Amortizando;Pavimentação e Drenagem Profunda com Intervenção em Ruas, Avenidas, Canteiros e Praças. Lei nº 2.458, de 30/12/2019, e alterações;17944.101730/2020-21;53543693;27/12/2021;31/12/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 111,52% CDI Juros + 0%, Tranche Efetiva 1: 111,52% CDI Juros + 0%;;R$;15.000.000,00;7.500.000,00;7.289.719,62;Não;Não;Não
CAIXA - 20210129;13328;Marau;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Programa de Aquisição de Veículos, Máquinas e Equipamentos.  Lei nº 5.796, de 28/05/2021.;17944.103456/2021-14;59904834;16/12/2021;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 102% CDI Juros + 0%, Tranche Efetiva 1: 102% CDI Juros + 0%;;R$;4.000.000,00;2.000.000,00;2.000.000,00;Não;Não;Não
CAIXA - 20210130;13318;Cariacica;Municípios;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Programa de Financiamento à Infraestrutura e ao Saneamento - FINISA. Lei nº 6183, de 08/07/2021.;17944.102710/2021-59;59830206;20/12/2021;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 109% CDI Juros + 0%, Tranche Efetiva 1: 109% CDI Juros + 0%;;R$;80.000.000,00;80.000.000,00;0;Não;Não;Não
CAIXA - 20210142;13327;Paraíso;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Programa de Aquisição e Máquinas, Implementos Industriais e Pavimentação Asfáltica.  Lei nº 1.551, de 02/07/2021.;17944.103076/2021-71;55738090;27/12/2021;10/06/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 112,01% CDI Juros + 0%;;R$;3.000.000,00;3.000.000,00;0;Não;Não;Não
CAIXA - 20210145;13329;Foz do Iguaçu;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Programa FINISA. Aquisição de Máquinas, Obras em Edificações Públicas e Habitação de Interesse Social.  Lei nº 4.960, de 21/12/2020.;17944.101666/2021-60;55244222;10/11/2021;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 109,56% CDI Juros + 0%, Tranche Efetiva 1: 109,56% CDI Juros + 0%;;R$;60.000.000,00;40.000.000,00;20.000.000,00;Não;Não;Não
CAIXA - 20220081;13339;Euclides da Cunha;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 1.614, de 21/05/2021;17944.101938/2021-21;59851022;22/04/2022;31/12/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 113% CDI Juros + 0%;;R$;15.000.000,00;15.000.000,00;0;Não;Não;Não
CAIXA - 20220150;13336;Telêmaco Borba;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Programa de Financiamento à Infraestrutura e ao Saneamento. Leis nº 2.384, de 15/09/2021, e nº 2.391, 29/09/2021;17944.103821/2021-82;60169311;08/03/2022;31/12/2023;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 106,86% CDI Juros + 0%;;R$;90.000.000,00;90.000.000,00;0;Não;Não;Não
CAIXA - 20220154;13337;São José do Rio Preto;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Infraestrutura e Apoio Financeiro de Despesas de Capital. Lei nº 13.946, de 30/09/2021;17944.104106/2021-67;55615875;08/03/2022;31/12/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 108% CDI Juros + 0%;;R$;100.000.000,00;100.000.000,00;0;Não;Não;Não
CAIXA - 20220158;13338;Estância;Municípios;SE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 1.941, de 26/12/2017, e alterações;17944.103302/2021-14;60063698;24/03/2022;31/12/2023;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 107,69% CDI Juros + 0%;;R$;20.000.000,00;20.000.000,00;0;Não;Não;Não
CAIXA - 20220172;13340;Colatina;Municípios;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Garantia Interna;Desembolsando;Programa de Financiamento à Infraestrutura e ao Saneamento. Lei nº 6.830, 08/06/21.;17944.103742/2021-71;59880812;25/03/2022;31/12/2023;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 108,89% CDI Juros + 0%;;R$;34.000.000,00;34.000.000,00;0;Não;Não;Não
CFA004591;12306;Canoas;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Concluído;Projeto de Macrodrenagem, Recuperação Ambiental e Desenvolvimento Urbano - Fase I;17944.000974/2007-11;;28/12/2007;10/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 0,9%, Tranche Efetiva 1: 100% Libor + 0,9%;;USD;15.076.500,00;0;0;Não;Não;Não
CFA004625;12313;Feira de Santana;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Concluído;Projeto de Integração Urbana;17944.000886/2007-19;;15/02/2008;10/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 0,9%, Tranche Efetiva 1: 100% Libor + 0,9%;;USD;11.737.000,00;0;0;Não;Não;Não
CFA005034;12317;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa de Infra-Estrutura Urbana e Ambiental;17944.000823/2008-43;TA464837;07/10/2008;05/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,35%, Tranche Efetiva 1: 100% Libor + 1,35%;;USD;75.000.000,00;0;9.423.084,07;Não;Não;Não
CFA005041;12318;Sorocaba;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Concluído;Programa Ambiental e de Integração Social do Município de Sorocaba;17944.001512/2007-11;;08/09/2008;05/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 0,9%, Tranche Efetiva 1: 100% Libor + 0,9%;;USD;42.790.000,00;0;0;Não;Não;Não
CFA005614;12307;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa de Infraestrutura Rodoviária;17944.000541/2008-46;TA474465;08/07/2009;10/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,05%, Tranche Efetiva 1: 100% Libor + 1,05%;;USD;85.000.000,00;0;18.074.492,70;Não;Não;Não
CFA005978;12308;Caxias do Sul;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa de Desenvolvimento da Infraestrutura Municipal e Serviços Básicos;17944.001572/2008-14;TA501110;14/12/2009;10/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,35%, Tranche Efetiva 1: 100% Libor + 2,35%;;USD;28.800.000,00;0;7.200.000,12;Não;Não;Não
CFA006271;12322;Paraíba;Estados;PB;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;A;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa de Pavimentação e Recuperação de Rodovias - Novos Caminhos;17944.001238/2008-61;TA503709;26/04/2010;10/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,4%, Tranche Efetiva 1: 100% Libor + 2,4%;;USD;100.000.000,00;0;42.857.142,88;Não;Não;Não
CFA006800;12323;Santa Catarina;Estados;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa de Integração Regional - PIR/SC;19406.000203/2008-27;TA526965;31/08/2010;10/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,35%, Tranche Efetiva 1: 100% Libor + 2,35%;;USD;32.558.000,00;0;10.359.363,65;Não;Não;Não
CFA007783;12331;Hortolândia;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa de Infra-estrutura Urbana e Proteção de Áreas Naturais;17944.001368/2010-18;TA570345;09/04/2012;15/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,33%, Tranche Efetiva 1: 100% Libor + 2,33%;;USD;22.132.000,00;0;9.221.666,63;Não;Não;Não
CFA007786;12333;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa de Drenagem Urbana - DRENURB;17944.000672/2010-48;TA601654;14/05/2012;15/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,65%, Tranche Efetiva 1: 100% Libor + 2,65%;;USD;45.100.000,00;0;24.429.166,63;Não;Não;Não
CFA007788;12332;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa Nacional de Desenvolvimento do Turismo - PRODETUR Nacional Fortaleza;17944.000377/2011-72;TA603476;14/05/2012;15/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,65%, Tranche Efetiva 1: 100% Libor + 2,65%;;USD;50.000.000,00;0;27.083.333,37;Não;Não;Não
CFA007948;12336;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa Emergencial Rodoviário da Região Serrana;17944.000237/2012-85;TA621448;13/09/2012;15/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,55%, Tranche Efetiva 1: 100% Libor + 2,55%;;USD;100.000.000,00;0;23.101.951,72;Não;Sim;Não
CFA007949;12335;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa de Melhorias e Implantação da Infraestrutura Viária - Pro-Vias;17944.000233/2012-05;TA621516;13/09/2012;15/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,6%, Tranche Efetiva 1: 100% Libor + 2,6%;;USD;319.675.000,00;0;94.164.094,05;Não;Sim;Não
CFA007950;12343;Aparecida de Goiânia;Municípios;GO;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa de Reestruturação Viária da Bacia do Ribeirão de Santo Antonio de Aparecida de Goiânia;17944.000291/2011-40;TA618202;31/08/2012;15/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,65%, Tranche Efetiva 1: 100% Libor + 2,65%;;USD;35.000.000,00;0;18.958.333,36;Não;Não;Não
CFA007996;12339;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Projeto de Reforma e Adequação do Estádio do Maracanã para a Copa do Mundo 2014;17944.000493/2012-72;TA625605;22/11/2012;12/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,6%, Tranche Efetiva 1: 100% Libor + 2,6%;;USD;120.666.000,00;0;55.692.000,00;Não;Sim;Não
CFA008002;12338;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa Obras Complementares do Arco Metropolitano;17944.000234/2012-41;TA625707;05/12/2012;15/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,6%, Tranche Efetiva 1: 100% CFA008002 + 2,6%;;USD;200.000.000,00;0;90.185.888,77;Não;Sim;Não
CFA008006;12337;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa Nacional de Desenvolvimento do Turismo - PRODETUR Nacional Manaus;17944.000061/2012-61;TA619612;13/11/2012;16/03/2020;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,65%, Tranche Efetiva 1: 100% Libor + 2,65%, Tranche Efetiva 2: 100% Libor + 2,65%;;USD;21.512.846,00;0;8.643.778,04;Não;Não;Não
CFA008253;12311;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa de Transporte, Logística e Meio Ambiente;17944.000068/2013-64;TA648159;23/08/2013;31/12/2019;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,65%, Tranche Efetiva 1: 100% Libor + 2,65%;;USD;200.000.000,00;0;115.072.158,62;Não;Não;Não
CFA008261;12310;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa de Valorização Turística do Litoral Oeste - PROINFTUR;17944.001309/2012-10;TA631197;28/08/2013;14/04/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,55%, Tranche Efetiva 1: 100% Libor + 2,55%;;USD;62.857.157,62;0;29.050.929,69;Não;Não;Não
CFA008262;12341;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa de Valorização Turística do Litoral Oeste - PROINFTUR;17944.001309/2012-10;XA631197;28/08/2013;14/04/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,55%, Tranche Efetiva 1: 100% Libor + 2,55%;;USD;49.142.842,38;0;19.494.737,22;Não;Não;Não
