Relatório de Informações Cadastrais e Financeiras de Garantias;;;;;;;;;;;;;;;;;;;;;;;;
Data de Emissão: 27/02/2020 10:13;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Dívida: Interna - Externa;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar mutuário(s) por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;
Credor(es): Não Informado;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar operação de crédito por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;
Posição: Diária;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Cálculo: Apropriação;;;;;;;;;;;;;;;;;;;;;;;;
Data de Referência: 31/12/2019;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor
CAIXA - 20141014;12582;Sete Lagoas;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;PRO-TRANSPORTE - Programa de Infraestrutura de Transporte e da Mobilidade Urbana;17944.001758/2013-31;39990786;12/02/2014;29/02/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;2.000.000,00;783.874,21;1.143.781,41
CAIXA - 20141020;12598;Porto Alegre;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Programa de Financiamento das Contrapartidas do Programa de Aceleraçaõ do Crescimento (CPAC);17944.001211/2013-35;40987861;22/07/2014;29/02/2020;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1%, Tranche Prevista 1: 100% TJLP + 1%;R$;36.520.000,00;35.097.309,83;757.823,54
CAIXA - 20150002;12585;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;CAIXA;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Financiamento de Plano de Investimento - FINISA;17944.001297/2014-87;43839429;29/12/2015;31/12/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% CDI Juros + 5,5%, Tranche Prevista 1: 100% CDI Juros + 5,5%;R$;690.000.000,00;0;627.272.727,27
CAIXA - 20150005;12589;Mauá;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Confissão e Renegociação de Dívida;17944.001292/2013-73;42417247;30/01/2015;31/12/2018;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 8,35%, Tranche Prevista 1: 8,35%;R$;483.803.506,85;0;531.909.694,90
CAIXA - 20160011;12581;Goiás;Estados;GO;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;CAIXA;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Assunção da Dívida do Contrato nº 0412.113-76/2014, firmado em 11/09/2014 com a CEF;17944.000541/2016-56;47371643;02/08/2016;31/12/2020;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6,8%, Tranche Prevista 1: 6,8%;R$;1.900.000.000,00;7.086.129,75;1.932.273.442,00
CAIXA - 20160022;12621;Maranhão;Estados;MA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;CAIXA;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Programa Maranhão Mais Justo e Competitivo;17944.001209/2016-17;47682085;30/12/2016;29/02/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Efetiva 2: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;444.750.000,00;29.999,96;385.256.758,20
CAIXA - 20170019;12697;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;CAIXA;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Programa de Investimento nas áreas de Saúde e de Infraestrutura e Logística;17944.001276/2016-23;42862610;29/07/2017;31/12/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 113,98% CDI Juros + 0%, Tranche Prevista 1: 113,98% CDI Juros + 0%;R$;673.900.000,00;125.814.212,58;482.876.893,22
CAIXA - 20170021;12619;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Aceleração do Crescimento - PAC - I; Contrapartida do Programa de Transporte Urbano de Fortaleza II";17944.001621/2014-67;41123187;29/09/2017;29/02/2020;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 2,1%, Tranche Prevista 1: 100% TJLP + 2,1%;R$;48.885.559,47;26.072.756,87;18.020.059,18
CAIXA - 20180001;12636;Piauí;Estados;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;CAIXA;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;FINISA - Programa de financiamento à infraestrutura e ao saneamento;17944.000005/2017-31;47760824;29/01/2018;31/12/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%;R$;315.000.000,00;0;282.916.666,66
CAIXA - 20180022;12702;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;CAIXA;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Programa de Financiamento das Contrapartidas do Programa de Aceleração do Crescimento;17944.000013/2017-88;47068517;24/07/2018;29/02/2020;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 2,1%, Tranche Prevista 1: 100% TJLP + 2,1%;R$;90.000.000,00;49.141.169,12;38.729.654,24
CAIXA - 20180025;12703;Espírito Santo;Estados;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;A;Interna;CAIXA;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Repactuação Dívida FGTS;17944.104546/2018-19;51910448, 99999999;24/08/2018;31/12/2019;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 3,08%, Tranche Prevista 1: 3,08%;R$;905.518.225,03;0;816.301.312,85
CAIXA - 20180028;12704;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;CAIXA;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Repactuação Dívida FGTS;17944.104029/2018-40;51927064, 99999998;30/08/2018;31/12/2019;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 3,08%, Tranche Prevista 1: 3,123%;R$;392.685.323,26;0;345.159.206,92
CAIXA - 20180046;12831;Gurupi;Municípios;TO;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Financiamento para qualificação viária, visando a pavimentação de vias urbanas no Município de Gurupi (TO). Lei municipal nº 2391, de 29/06/2018.;17944.107441/2018-11;50715284;27/12/2018;30/06/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;19.000.000,00;12.220.392,01;6.779.607,98
CAIXA - 20180048;12832;Panambi;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Pró-Transporte: Obras de qualificação viária do município de Panambi. Lei municipal nº 4700, de 12/06/2018.;17944.109524/2018-45;50077565;28/12/2018;31/12/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;14.249.348,57;11.093.276,74;3.156.071,82
CAIXA - 20180050;12881;São Paulo;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Saneamento para Todos - Execução de Intervenções no Sistema de Drenagem. Lei Municipal nº 16.757, de 14 de novembro de 2017;17944.109481/2018-06;50597267;26/12/2018;29/02/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;200.000.000,00;199.830.542,71;169.457,29
CAIXA - 2018040;12728;Morro Grande;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;PRÓ-TRANSPORTE;17944.106821/2018-39;50246889;23/10/2018;23/03/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;2.191.559,47;496.316,23;1.689.952,28
CAIXA - 2018042;12726;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Financiamento de Plano de Investimento;17944.100477/2017-93;49560799;14/12/2017;14/03/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 114% CDI Juros + 0%, Tranche Prevista 1: 114% CDI Juros + 0%;R$;340.000.000,00;172.187.000,00;149.167.111,11
CAIXA - 2018044;12727;Morro da Fumaça;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;PRÓ-TRANSPORTE;17944.107822/2018-09;50204787;18/12/2018;18/03/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;4.867.140,36;2.264.067,60;2.603.072,76
CAIXA - 20190054;12776;Paraíso das Águas;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Pró-Transporte. Leis municipais nº 267, de 18 de junho de 2018, e nº 280, de 12 de dezembro de 2018;17944.109677/2018-92;50406009;07/03/2019;09/03/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;5.000.000,00;2.562.016,42;2.437.983,58
CAIXA - 20190056;12777;Cotiporã;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Lei municipal nº 2.627, de 7 de junho de 2018;17944.109821/2018-91;50233138;08/03/2019;10/03/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;2.827.300,88;2.827.300,88;0
CAIXA - 20190058;12778;Sonora;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Pró-Transporte. Lei municipal nº 832, de 3 de julho de 2018;17944.108926/2018-22;50343054;07/03/2019;08/11/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;5.000.000,00;4.653.295,49;346.704,51
CAIXA - 20190062;12771;Santa Vitória;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Saneamento para Todos. Lei municipal nº 3.204, de 17 de outubro de 2018;17944.109975/2018-82;50548909;15/02/2019;15/02/2021;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;21.624.188,90;21.624.188,90;0
CAIXA - 20190064;12772;Massaranduba;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Lei municipal nº 1.948, de 9 de outubro de 2018;17944.110225/2018-53;50127975;03/04/2019;03/03/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;4.897.085,06;3.155.752,62;1.741.332,44
CAIXA - 20190066;12774;Ponta Porã;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Lei municipal nº 4.360, de 10 de agosto de 2018;17944.109676/2018-48;50218897;11/03/2019;02/09/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;12.170.629,40;5.156.361,37;7.014.268,02
CAIXA - 20190068;12779;Jaquirana;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Lei municipal nº 1.333, de 3 de julho de 2018;17944.100485/2019-00;51452960;23/04/2019;10/05/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;2.414.552,77;2.414.552,77;0
CAIXA - 20190070;12780;Caarapó;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Pró-Transporte. Lei municipal nº 1.351, de 26 de junho de 2018;17944.109031/2018-13;50406331;16/04/2019;08/04/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;7.132.582,19;7.132.582,19;0
CAIXA - 20190072;12866;Caarapó;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte - Lei Municipal nº 1.351, de 26 de junho de 2018;17944.109074/2018-91;50406445;16/04/2019;08/05/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;7.641.778,85;7.641.778,85;0
CAIXA - 20190077;12802;Timbó;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Lei Municipal nº 2.997, de 11 de setembro de 2018;17944.100176/2019-21;50141188;13/05/2019;07/04/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;15.000.000,00;15.000.000,00;0
CAIXA - 20190079;12782;Prudentópolis;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Pró-Transporte. Lei municipal nº 2.313, de 23 de maio de 2018;17944.109627/2018-13;50414959;16/04/2019;01/05/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;10.000.000,00;8.336.291,62;1.663.708,37
CAIXA - 20190081;12781;Garça;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Saneamento para Todos. Lei nº 5.234, de 28 de junho de 2018;17944.108281/2018-28;50595330;22/03/2019;06/10/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;2.922.370,77;2.922.370,77;0
CAIXA - 20190085;12833;Passos Maia;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Realização de Obras de Qualificação Viária do Município de Passos Maia/SC. Lei municipal nº 809/2018, de 17/07/2018.;17944.110032/2018-01;50253376;14/06/2019;15/06/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;2.066.985,19;1.959.078,24;107.906,95
CAIXA - 20190087;12836;Bom Jesus;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Obras de qualificação viária do Município de Bom Jesus/SC no âmbito do Pró-Transporte;17944.100135/2019-35;50126177;14/06/2019;06/07/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;1.965.550,00;1.965.550,00;0
CAIXA - 20190091;12841;Concórdia;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Lei Municipal nº 5.027, de 13 de dezembro 2017.;17944.101326/2019-14;50086668;13/06/2019;29/02/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;2.990.883,24;2.990.883,24;0
CAIXA - 20190093;12923;Alto Feliz;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Progama Pró-Transporte. Execução de Obras de Qualificação Viária no Município;17944.100961/2019-84;50294118;28/06/2019;30/06/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;3.346.768,18;3.346.768,18;0
CAIXA - 20190095;12933;Vale Real;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Execução de Investimentos de Pavimentação e Qualificação Viária;17944.100997/2019-68;50232779;01/07/2019;01/07/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;1.909.901,22;1.909.901,22;0
CAIXA - 20190100;12867;Aquidauana;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Lei Municipal nº 2.603, de 21 de dezembro de 2018;17944.101425/2019-04;50219038;21/08/2019;03/03/2021;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;15.000.000,00;15.000.000,00;0
CAIXA - 20190102;12934;Itá;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Obras de qualificação viária;17944.101354/2019-31;50280676;28/06/2019;28/06/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;1.754.398,06;1.754.398,06;0
CAIXA - 20190104;12891;Mineiros;Municípios;GO;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Lei Municipal nº 1.859, de 10 de agosto de 2018;17944.109005/2018-87;50196583;07/06/2019;10/06/2021;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;12.409.709,45;8.762.407,70;3.647.301,75
CAIXA - 20190106;12876;Tio Hugo;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Execução de obras/serviços no âmbito do Programa Pró-Transporte. Lei municipal nº 979, de 13 de março de 2018.;17944.100917/2019-74;50537084;14/08/2019;30/09/2020;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;1.166.167,00;1.166.167,00;0
CAIXA - 20190108;12878;Entre Rios;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Lei Municipal nº 739, de 13 de dezembro de 2018;17944.109675/2018-01;50284988;30/07/2019;31/03/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;1.049.142,00;1.049.142,00;0
CAIXA - 20190110;12877;Ivinhema;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte - Lei Municipal nº 1.660, de 23 de janeiro de 2019.;17944.102066/2019-02;50406551;12/09/2019;30/09/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;5.388.826,91;5.388.826,91;0
CAIXA - 20190112;12935;São Gabriel do Oeste;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Execução de pavimentação asfáltica e drenagem de aguas pluviais em vias urbanas do bairro Primo Maffissoni;17944.110245/2018-24;51319518;10/09/2019;10/09/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;4.999.763,91;4.999.763,91;0
CAIXA - 20190116;12926;Schroeder;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Progama Pró-Transporte. Obras de Qualificação Viária no Município;17944.101729/2019-63;50136308;28/08/2019;28/06/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;4.750.000,00;4.750.000,00;0
CAIXA - 20190118;12879;Tapejara;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Lei Municipal nº 4.288, de 6 de novembro de 2018;17944.102190/2019-60;50402349;09/08/2019;31/08/2022;TR;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 6%, Tranche Prevista 1: 6%;R$;14.232.697,72;11.878.743,55;2.353.954,16
CAIXA - 20190120;12936;Araquari;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Empreendimentos de mobilidade urbana no município;17944.101916/2019-47;50226319;16/09/2019;16/07/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;14.249.743,86;14.249.743,86;0
CAIXA - 20190122;12931;Costa Rica;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Saneamento para Todos. Ampliação do Sistema de Esgotamento Sanitário;17944.102275/2019-48;52148371;12/09/2019;12/09/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;19.988.246,93;19.988.246,93;0
CAIXA - 20190124;12932;Castro;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Pró-Transporte. Pavimentação de Vias Urbanas;17944.102139/2019-58;50328594;26/09/2019;26/09/2020;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;6.493.743,72;6.493.743,72;0
CAIXA - 20190126;12924;Campinas das Missões;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Progama Pró-Transporte. Obras de Qualificação Viária no Município;17944.101497/2019-43;50584172;26/06/2019;26/03/2021;TR;Tranche Prevista 1: Pré-fixado;Tranche Prevista 1: 6%;R$;1.598.040,88;1.598.040,88;0
CAIXA - 20190130;12892;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Financiamento à Infraestrutura e ao Saneamento - FINISA. Lei Municipal nº 2.462, de 19 de junho de 2019;17944.102422/2019-80;53057800;18/10/2019;06/02/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 119% CDI Juros + 0%, Tranche Prevista 1: 119% CDI Juros + 0%;R$;350.000.000,00;233.333.333,33;116.666.666,67
